filename,sample_id,group_id
192_2HC.png,192_2HC,192
192_HC.png,192_HC,192
193_2HC.png,193_2HC,193
193_HC.png,193_HC,193
195_2HC.png,195_2HC,195
195_HC.png,195_HC,195
197_HC.png,197_HC,197
198_2HC.png,198_2HC,198
198_HC.png,198_HC,198
199_HC.png,199_HC,199
200_HC.png,200_HC,200
201_HC.png,201_HC,201
202_HC.png,202_HC,202
204_HC.png,204_HC,204
206_HC.png,206_HC,206
207_HC.png,207_HC,207
208_HC.png,208_HC,208
209_HC.png,209_HC,209
210_2HC.png,210_2HC,210
210_HC.png,210_HC,210
211_HC.png,211_HC,211
212_HC.png,212_HC,212
213_2HC.png,213_2HC,213
213_HC.png,213_HC,213
215_HC.png,215_HC,215
218_HC.png,218_HC,218
221_HC.png,221_HC,221
222_HC.png,222_HC,222
226_HC.png,226_HC,226
227_2HC.png,227_2HC,227
227_HC.png,227_HC,227
229_2HC.png,229_2HC,229
229_HC.png,229_HC,229
231_HC.png,231_HC,231
232_HC.png,232_HC,232
236_HC.png,236_HC,236
237_2HC.png,237_2HC,237
237_3HC.png,237_3HC,237
237_HC.png,237_HC,237
239_HC.png,239_HC,239
240_HC.png,240_HC,240
241_HC.png,241_HC,241
242_HC.png,242_HC,242
244_HC.png,244_HC,244
247_HC.png,247_HC,247
249_HC.png,249_HC,249
251_HC.png,251_HC,251
254_HC.png,254_HC,254
255_HC.png,255_HC,255
256_HC.png,256_HC,256
258_HC.png,258_HC,258
259_HC.png,259_HC,259
260_2HC.png,260_2HC,260
260_HC.png,260_HC,260
261_HC.png,261_HC,261
262_HC.png,262_HC,262
263_HC.png,263_HC,263
264_HC.png,264_HC,264
265_HC.png,265_HC,265
266_HC.png,266_HC,266
267_HC.png,267_HC,267
268_HC.png,268_HC,268
272_HC.png,272_HC,272
275_HC.png,275_HC,275
277_HC.png,277_HC,277
278_2HC.png,278_2HC,278
278_HC.png,278_HC,278
279_HC.png,279_HC,279
280_HC.png,280_HC,280
282_HC.png,282_HC,282
283_HC.png,283_HC,283
286_HC.png,286_HC,286
287_HC.png,287_HC,287
288_HC.png,288_HC,288
289_HC.png,289_HC,289
290_HC.png,290_HC,290
291_2HC.png,291_2HC,291
291_HC.png,291_HC,291
292_HC.png,292_HC,292
293_HC.png,293_HC,293
294_2HC.png,294_2HC,294
294_HC.png,294_HC,294
295_HC.png,295_HC,295
297_HC.png,297_HC,297
298_HC.png,298_HC,298
299_2HC.png,299_2HC,299
299_HC.png,299_HC,299
301_HC.png,301_HC,301
302_HC.png,302_HC,302
303_HC.png,303_HC,303
304_HC.png,304_HC,304
306_HC.png,306_HC,306
307_HC.png,307_HC,307
308_HC.png,308_HC,308
309_HC.png,309_HC,309
310_HC.png,310_HC,310
311_HC.png,311_HC,311
312_2HC.png,312_2HC,312
312_HC.png,312_HC,312
313_HC.png,313_HC,313
315_2HC.png,315_2HC,315
315_HC.png,315_HC,315
316_HC.png,316_HC,316
317_HC.png,317_HC,317
318_HC.png,318_HC,318
320_HC.png,320_HC,320
321_HC.png,321_HC,321
324_HC.png,324_HC,324
325_HC.png,325_HC,325
326_HC.png,326_HC,326
327_2HC.png,327_2HC,327
327_HC.png,327_HC,327
328_HC.png,328_HC,328
329_HC.png,329_HC,329
330_HC.png,330_HC,330
333_HC.png,333_HC,333
334_HC.png,334_HC,334
335_HC.png,335_HC,335
336_HC.png,336_HC,336
337_HC.png,337_HC,337
339_HC.png,339_HC,339
340_2HC.png,340_2HC,340
340_HC.png,340_HC,340
341_HC.png,341_HC,341
342_HC.png,342_HC,342
343_HC.png,343_HC,343
345_2HC.png,345_2HC,345
345_HC.png,345_HC,345
347_HC.png,347_HC,347
349_HC.png,349_HC,349
350_HC.png,350_HC,350
351_HC.png,351_HC,351
353_HC.png,353_HC,353
354_HC.png,354_HC,354
355_HC.png,355_HC,355
356_HC.png,356_HC,356
357_HC.png,357_HC,357
358_HC.png,358_HC,358
359_2HC.png,359_2HC,359
359_HC.png,359_HC,359
360_2HC.png,360_2HC,360
360_HC.png,360_HC,360
361_2HC.png,361_2HC,361
361_HC.png,361_HC,361
362_HC.png,362_HC,362
364_2HC.png,364_2HC,364
364_HC.png,364_HC,364
365_HC.png,365_HC,365
366_HC.png,366_HC,366
368_HC.png,368_HC,368
369_HC.png,369_HC,369
372_HC.png,372_HC,372
374_HC.png,374_HC,374
375_HC.png,375_HC,375
376_2HC.png,376_2HC,376
376_HC.png,376_HC,376
377_HC.png,377_HC,377
378_HC.png,378_HC,378
380_HC.png,380_HC,380
381_HC.png,381_HC,381
383_HC.png,383_HC,383
384_2HC.png,384_2HC,384
384_HC.png,384_HC,384
385_HC.png,385_HC,385
386_HC.png,386_HC,386
391_HC.png,391_HC,391
392_2HC.png,392_2HC,392
392_3HC.png,392_3HC,392
392_HC.png,392_HC,392
393_HC.png,393_HC,393
395_HC.png,395_HC,395
396_HC.png,396_HC,396
397_HC.png,397_HC,397
398_HC.png,398_HC,398
399_2HC.png,399_2HC,399
399_HC.png,399_HC,399
400_HC.png,400_HC,400
401_HC.png,401_HC,401
402_HC.png,402_HC,402
403_2HC.png,403_2HC,403
403_HC.png,403_HC,403
404_2HC.png,404_2HC,404
404_HC.png,404_HC,404
406_HC.png,406_HC,406
407_HC.png,407_HC,407
409_HC.png,409_HC,409
411_HC.png,411_HC,411
412_HC.png,412_HC,412
413_HC.png,413_HC,413
414_HC.png,414_HC,414
415_HC.png,415_HC,415
417_HC.png,417_HC,417
418_HC.png,418_HC,418
419_HC.png,419_HC,419
420_HC.png,420_HC,420
421_HC.png,421_HC,421
422_HC.png,422_HC,422
423_HC.png,423_HC,423
424_HC.png,424_HC,424
425_2HC.png,425_2HC,425
425_HC.png,425_HC,425
426_2HC.png,426_2HC,426
426_3HC.png,426_3HC,426
426_4HC.png,426_4HC,426
426_HC.png,426_HC,426
427_HC.png,427_HC,427
428_HC.png,428_HC,428
430_HC.png,430_HC,430
431_2HC.png,431_2HC,431
431_HC.png,431_HC,431
434_2HC.png,434_2HC,434
434_HC.png,434_HC,434
435_HC.png,435_HC,435
436_HC.png,436_HC,436
437_2HC.png,437_2HC,437
437_HC.png,437_HC,437
439_HC.png,439_HC,439
440_2HC.png,440_2HC,440
440_HC.png,440_HC,440
441_HC.png,441_HC,441
442_HC.png,442_HC,442
443_HC.png,443_HC,443
444_2HC.png,444_2HC,444
444_HC.png,444_HC,444
446_HC.png,446_HC,446
447_HC.png,447_HC,447
449_HC.png,449_HC,449
450_HC.png,450_HC,450
451_HC.png,451_HC,451
452_HC.png,452_HC,452
453_2HC.png,453_2HC,453
453_HC.png,453_HC,453
454_HC.png,454_HC,454
455_HC.png,455_HC,455
456_HC.png,456_HC,456
457_2HC.png,457_2HC,457
457_HC.png,457_HC,457
458_HC.png,458_HC,458
460_HC.png,460_HC,460
461_HC.png,461_HC,461
463_HC.png,463_HC,463
465_HC.png,465_HC,465
466_HC.png,466_HC,466
467_HC.png,467_HC,467
468_2HC.png,468_2HC,468
468_HC.png,468_HC,468
471_2HC.png,471_2HC,471
471_HC.png,471_HC,471
472_HC.png,472_HC,472
474_HC.png,474_HC,474
475_HC.png,475_HC,475
476_HC.png,476_HC,476
477_HC.png,477_HC,477
478_HC.png,478_HC,478
480_HC.png,480_HC,480
481_HC.png,481_HC,481
482_2HC.png,482_2HC,482
482_3HC.png,482_3HC,482
482_HC.png,482_HC,482
483_2HC.png,483_2HC,483
483_HC.png,483_HC,483
485_HC.png,485_HC,485
487_HC.png,487_HC,487
488_HC.png,488_HC,488
489_HC.png,489_HC,489
490_2HC.png,490_2HC,490
490_HC.png,490_HC,490
491_HC.png,491_HC,491
492_HC.png,492_HC,492
493_HC.png,493_HC,493
494_HC.png,494_HC,494
495_2HC.png,495_2HC,495
495_3HC.png,495_3HC,495
495_4HC.png,495_4HC,495
495_HC.png,495_HC,495
496_HC.png,496_HC,496
498_HC.png,498_HC,498
499_2HC.png,499_2HC,499
499_HC.png,499_HC,499
501_HC.png,501_HC,501
502_HC.png,502_HC,502
503_HC.png,503_HC,503
504_HC.png,504_HC,504
506_HC.png,506_HC,506
507_2HC.png,507_2HC,507
507_HC.png,507_HC,507
508_HC.png,508_HC,508
509_HC.png,509_HC,509
510_HC.png,510_HC,510
513_HC.png,513_HC,513
514_HC.png,514_HC,514
515_HC.png,515_HC,515
516_HC.png,516_HC,516
518_HC.png,518_HC,518
520_HC.png,520_HC,520
522_HC.png,522_HC,522
523_HC.png,523_HC,523
524_HC.png,524_HC,524
525_HC.png,525_HC,525
527_HC.png,527_HC,527
528_HC.png,528_HC,528
530_HC.png,530_HC,530
531_2HC.png,531_2HC,531
531_HC.png,531_HC,531
532_2HC.png,532_2HC,532
532_HC.png,532_HC,532
533_HC.png,533_HC,533
534_HC.png,534_HC,534
535_HC.png,535_HC,535
536_HC.png,536_HC,536
537_HC.png,537_HC,537
538_HC.png,538_HC,538
539_HC.png,539_HC,539
542_HC.png,542_HC,542
544_2HC.png,544_2HC,544
544_HC.png,544_HC,544
547_2HC.png,547_2HC,547
547_HC.png,547_HC,547
548_HC.png,548_HC,548
550_HC.png,550_HC,550
553_HC.png,553_HC,553
554_HC.png,554_HC,554
555_HC.png,555_HC,555
556_2HC.png,556_2HC,556
556_HC.png,556_HC,556
557_HC.png,557_HC,557
559_HC.png,559_HC,559
560_HC.png,560_HC,560
561_2HC.png,561_2HC,561
561_3HC.png,561_3HC,561
561_HC.png,561_HC,561
563_HC.png,563_HC,563
564_HC.png,564_HC,564
568_HC.png,568_HC,568
571_HC.png,571_HC,571
572_HC.png,572_HC,572
573_HC.png,573_HC,573
575_HC.png,575_HC,575
576_HC.png,576_HC,576
577_HC.png,577_HC,577
578_HC.png,578_HC,578
579_HC.png,579_HC,579
581_HC.png,581_HC,581
582_HC.png,582_HC,582
584_HC.png,584_HC,584
585_HC.png,585_HC,585
586_HC.png,586_HC,586
587_2HC.png,587_2HC,587
587_HC.png,587_HC,587
588_2HC.png,588_2HC,588
588_HC.png,588_HC,588
589_HC.png,589_HC,589
590_HC.png,590_HC,590
592_2HC.png,592_2HC,592
592_HC.png,592_HC,592
593_HC.png,593_HC,593
594_HC.png,594_HC,594
595_HC.png,595_HC,595
596_HC.png,596_HC,596
599_HC.png,599_HC,599
600_HC.png,600_HC,600
602_HC.png,602_HC,602
605_HC.png,605_HC,605
606_HC.png,606_HC,606
607_HC.png,607_HC,607
608_HC.png,608_HC,608
609_2HC.png,609_2HC,609
609_HC.png,609_HC,609
611_HC.png,611_HC,611
612_HC.png,612_HC,612
614_HC.png,614_HC,614
615_HC.png,615_HC,615
617_2HC.png,617_2HC,617
617_HC.png,617_HC,617
619_HC.png,619_HC,619
620_HC.png,620_HC,620
621_HC.png,621_HC,621
622_HC.png,622_HC,622
624_HC.png,624_HC,624
625_HC.png,625_HC,625
627_HC.png,627_HC,627
628_2HC.png,628_2HC,628
628_HC.png,628_HC,628
630_2HC.png,630_2HC,630
630_HC.png,630_HC,630
632_HC.png,632_HC,632
634_HC.png,634_HC,634
635_HC.png,635_HC,635
636_HC.png,636_HC,636
637_HC.png,637_HC,637
639_2HC.png,639_2HC,639
639_HC.png,639_HC,639
640_HC.png,640_HC,640
641_HC.png,641_HC,641
644_HC.png,644_HC,644
645_HC.png,645_HC,645
646_HC.png,646_HC,646
648_2HC.png,648_2HC,648
648_HC.png,648_HC,648
649_HC.png,649_HC,649
651_HC.png,651_HC,651
652_2HC.png,652_2HC,652
652_HC.png,652_HC,652
653_HC.png,653_HC,653
656_HC.png,656_HC,656
657_2HC.png,657_2HC,657
657_HC.png,657_HC,657
659_HC.png,659_HC,659
662_HC.png,662_HC,662
664_HC.png,664_HC,664
666_HC.png,666_HC,666
667_HC.png,667_HC,667
668_HC.png,668_HC,668
669_HC.png,669_HC,669
670_HC.png,670_HC,670
672_HC.png,672_HC,672
673_2HC.png,673_2HC,673
673_HC.png,673_HC,673
675_2HC.png,675_2HC,675
675_HC.png,675_HC,675
676_HC.png,676_HC,676
679_HC.png,679_HC,679
680_HC.png,680_HC,680
681_HC.png,681_HC,681
682_HC.png,682_HC,682
684_HC.png,684_HC,684
685_HC.png,685_HC,685
687_HC.png,687_HC,687
688_HC.png,688_HC,688
689_HC.png,689_HC,689
690_2HC.png,690_2HC,690
690_HC.png,690_HC,690
691_HC.png,691_HC,691
694_HC.png,694_HC,694
695_HC.png,695_HC,695
696_HC.png,696_HC,696
697_HC.png,697_HC,697
700_HC.png,700_HC,700
702_HC.png,702_HC,702
705_HC.png,705_HC,705
706_HC.png,706_HC,706
707_HC.png,707_HC,707
708_2HC.png,708_2HC,708
708_3HC.png,708_3HC,708
708_HC.png,708_HC,708
709_2HC.png,709_2HC,709
709_HC.png,709_HC,709
710_HC.png,710_HC,710
711_HC.png,711_HC,711
712_2HC.png,712_2HC,712
712_HC.png,712_HC,712
713_HC.png,713_HC,713
716_HC.png,716_HC,716
717_2HC.png,717_2HC,717
717_HC.png,717_HC,717
722_HC.png,722_HC,722
723_HC.png,723_HC,723
724_HC.png,724_HC,724
725_2HC.png,725_2HC,725
725_HC.png,725_HC,725
726_HC.png,726_HC,726
729_HC.png,729_HC,729
730_2HC.png,730_2HC,730
730_HC.png,730_HC,730
731_2HC.png,731_2HC,731
731_3HC.png,731_3HC,731
731_HC.png,731_HC,731
732_HC.png,732_HC,732
734_HC.png,734_HC,734
735_HC.png,735_HC,735
736_2HC.png,736_2HC,736
736_HC.png,736_HC,736
737_HC.png,737_HC,737
738_HC.png,738_HC,738
739_HC.png,739_HC,739
740_HC.png,740_HC,740
741_HC.png,741_HC,741
743_HC.png,743_HC,743
744_HC.png,744_HC,744
746_2HC.png,746_2HC,746
746_3HC.png,746_3HC,746
746_4HC.png,746_4HC,746
746_HC.png,746_HC,746
748_HC.png,748_HC,748
749_HC.png,749_HC,749
751_2HC.png,751_2HC,751
751_HC.png,751_HC,751
753_HC.png,753_HC,753
755_HC.png,755_HC,755
756_2HC.png,756_2HC,756
756_HC.png,756_HC,756
757_HC.png,757_HC,757
760_HC.png,760_HC,760
761_HC.png,761_HC,761
762_HC.png,762_HC,762
763_HC.png,763_HC,763
764_2HC.png,764_2HC,764
764_HC.png,764_HC,764
768_2HC.png,768_2HC,768
768_HC.png,768_HC,768
770_HC.png,770_HC,770
772_HC.png,772_HC,772
773_2HC.png,773_2HC,773
773_3HC.png,773_3HC,773
773_HC.png,773_HC,773
775_HC.png,775_HC,775
776_HC.png,776_HC,776
779_2HC.png,779_2HC,779
779_HC.png,779_HC,779
782_HC.png,782_HC,782
783_2HC.png,783_2HC,783
783_3HC.png,783_3HC,783
783_4HC.png,783_4HC,783
783_HC.png,783_HC,783
784_HC.png,784_HC,784
786_HC.png,786_HC,786
787_HC.png,787_HC,787
788_2HC.png,788_2HC,788
788_HC.png,788_HC,788
791_HC.png,791_HC,791
792_HC.png,792_HC,792
794_HC.png,794_HC,794
797_HC.png,797_HC,797
799_HC.png,799_HC,799
801_HC.png,801_HC,801
803_HC.png,803_HC,803
805_HC.png,805_HC,805
